location,realm,normalized_x,normalized_y,region,biome_id,distance_to_capital,forced,contract,verdict
me_land_1922,MOR,0.6649573,0.7098192,me_mordor_region,8,0.1425765,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1923,WILD,0.3355311,0.2799218,me_shire_breeland_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1924,WILD,0.6432234,0.2755252,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1925,MOR,0.6859585,0.7068881,me_mordor_region,8,0.1575248,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1926,WOO,0.5963370,0.2799218,me_mirkwood_region,3,0.1250259,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_1927,WILD,0.7772894,0.9618955,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1928,WILD,0.6471306,0.2442599,me_rhun_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1929,WILD,0.5958486,0.0786517,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1930,WILD,0.4561661,0.3361016,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1931,GON,0.5814408,0.7361993,me_south_gondor_region,9,0.1250747,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1932,WILD,0.6395604,0.2212995,me_rhun_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1933,MOR,0.6935287,0.7020029,me_mordor_region,8,0.1621788,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1934,WILD,0.3724054,0.3639472,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1935,WILD,0.6202686,0.1265266,me_dale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1936,WILD,0.3230769,0.3141182,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1937,BEO,0.5411477,0.2457255,me_anduin_vale_region,1,0.0566689,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_1938,DUN,0.4410256,0.5031754,me_enedwaith_region,1,0.0416843,no,"Dunland lowlands west of Isen and the Gap, south of Glanduin",accepted_frontier_polygon
me_land_1939,WILD,0.5897436,0.6497313,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1940,WILD,0.8139194,0.9706888,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1941,WILD,0.5477411,0.0498290,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1942,WILD,0.3809524,0.1758671,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1943,DOR,0.6830281,0.4264778,me_rhun_region,9,0.0753134,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_1944,UMB,0.4778999,0.8920371,me_umbar_region,1,0.0770317,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1945,IRO,0.7013431,0.1656082,me_rhun_region,1,0.0543839,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_1946,GON,0.4356532,0.5881778,me_belfalas_region,1,0.2859655,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1947,ESG,0.5921856,0.1861260,me_dale_region,3,0.0279673,no,Lake-town and Long Lake shore,accepted_source_side_envelope
me_land_1948,WILD,0.7460317,0.6140694,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_1949,ESG,0.5938950,0.1787982,me_dale_region,3,0.0200011,no,Lake-town and Long Lake shore,accepted_source_side_envelope
me_land_1950,LIN,0.2730159,0.2852956,me_lindon_region,1,0.0933760,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1951,HFA,0.6029304,0.9120664,me_far_harad_region,10,0.0559400,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1952,LOS,0.2644689,0.1074744,me_forochel_region,1,0.1604212,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_1953,UMB,0.5477411,0.9516365,me_umbar_region,9,0.0778509,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1954,WILD,0.7555556,0.9242794,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1955,RH3,0.8122100,0.2159257,me_rhun_region,9,0.0222793,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1956,WILD,0.7938950,0.0346849,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1957,WILD,0.8046398,0.6365413,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1958,RHU,0.7887668,0.2388862,me_rhun_region,9,0.0391444,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1959,RH2,0.8351648,0.3214460,me_rhun_region,9,0.0759052,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1960,RHU,0.7340659,0.2120176,me_rhun_region,1,0.0812877,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1961,WILD,0.6051282,0.4069370,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1962,LOS,0.2713065,0.0591109,me_forochel_region,5,0.1412899,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_1963,UMB,0.4732601,0.9584758,me_umbar_region,9,0.0762603,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1964,FAN,0.5042735,0.4152418,me_anduin_vale_region,3,0.0542766,no,Arda Maps Fangorn physical woodland polygon; Fangorn source forest and Entwash headwaters,accepted_source_zone_overlap
me_land_1965,HFA,0.6510379,0.9570103,me_far_harad_region,10,0.1320910,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1966,WOO,0.5929182,0.2217880,me_mirkwood_region,3,0.0671470,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_1967,RH3,0.8153846,0.2061553,me_rhun_region,1,0.0110948,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1968,HNE,0.6627595,0.7845628,me_near_harad_region,9,0.0485816,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_1969,GON,0.5277167,0.6165120,me_anorien_region,1,0.1010373,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1970,RH3,0.8373626,0.1636541,me_rhun_region,1,0.0502680,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1971,WILD,0.4556777,0.1875916,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1972,WILD,0.7736264,0.6668295,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1973,GON,0.4800977,0.5984367,me_belfalas_region,1,0.1965617,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1974,GON,0.5242979,0.6174890,me_belfalas_region,1,0.1079180,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1975,KHA,0.7492063,0.7474353,me_khand_region,9,0.0149635,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_1976,GON,0.5948718,0.7191011,me_south_gondor_region,9,0.1128628,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1977,RH3,0.8239316,0.2154372,me_rhun_region,9,0.0173245,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1978,LIN,0.2669109,0.3268197,me_lindon_region,1,0.1314026,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1979,WILD,0.5323565,0.0630191,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1980,UMB,0.5406593,0.9785051,me_umbar_region,10,0.0753879,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1981,HRA,0.6859585,0.8251099,me_near_harad_region,10,0.0499547,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1982,WILD,0.8349206,0.7039570,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1983,WILD,0.7724054,0.5837811,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1984,DOL,0.5675214,0.3805569,me_brown_lands_region,1,0.0367248,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_1985,WILD,0.3929182,0.1998046,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1986,WILD,0.7511600,0.5608207,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_1987,WILD,0.8256410,0.5412799,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1988,RAN,0.4686203,0.2423058,me_north_arnor_region,1,0.0304922,no,The Angle and immediate Ranger refuge,accepted_source_side_envelope
me_land_1989,UMB,0.5746032,0.8602833,me_near_harad_region,9,0.1502023,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1990,SHI,0.3538462,0.2613581,me_shire_breeland_region,1,0.0355792,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_1991,ROH,0.5284493,0.4557890,me_rohan_region,9,0.1017827,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1992,DAM,0.5145299,0.6756229,me_belfalas_region,1,0.0509564,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1993,WOO,0.5868132,0.1871031,me_dale_region,3,0.0303868,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_1994,GON,0.5604396,0.6038105,me_anorien_region,1,0.0362384,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1995,WILD,0.5008547,0.2838300,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1996,WILD,0.5496947,0.4015633,me_anduin_vale_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1997,WILD,0.7890110,0.5823156,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1998,WILD,0.5399267,0.3834880,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1999,LIN,0.2439560,0.1651197,me_lindon_region,1,0.1439936,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_2000,WILD,0.6439560,0.9985344,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2001,WILD,0.6991453,0.4924279,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2002,RHU,0.7787546,0.1543723,me_rhun_region,1,0.0972175,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_2003,WILD,0.8351648,0.0776746,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2004,WILD,0.7330891,0.9399121,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2005,SHI,0.3550672,0.2090865,me_shire_breeland_region,1,0.0267587,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_2006,WILD,0.6466422,0.2046898,me_rhun_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2007,HRA,0.7308913,0.8905716,me_near_harad_region,10,0.1136598,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_2008,SHI,0.3426129,0.2471910,me_shire_breeland_region,1,0.0194031,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_2009,WILD,0.7164835,0.5901319,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_2010,MOA,0.4778999,0.3160723,me_enedwaith_region,1,0.0310336,no,Moria and immediate Dimrill/Sirannon approaches,accepted_source_side_envelope
me_land_2011,WILD,0.4195360,0.2735711,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2012,LIN,0.2593407,0.2042013,me_lindon_region,1,0.1020311,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_2013,MOR,0.6573871,0.6541280,me_mordor_region,8,0.0849140,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_2014,WILD,0.7213675,0.6213972,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_2015,WOO,0.5768010,0.1362970,me_dale_region,3,0.0244073,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_2016,UMB,0.5137973,0.9149976,me_umbar_region,9,0.0222715,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2017,KHA,0.7597070,0.7410845,me_khand_region,9,0.0094362,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_2018,WILD,0.5240537,0.3014167,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2019,RAN,0.4590965,0.2936004,me_north_arnor_region,1,0.0396064,no,The Angle and immediate Ranger refuge,accepted_source_side_envelope
me_land_2020,DAM,0.5216117,0.6638984,me_belfalas_region,1,0.0656608,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_2021,WILD,0.6415140,0.2281387,me_rhun_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2022,HNE,0.6222222,0.8363459,me_near_harad_region,9,0.0543966,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_2023,ROH,0.4739927,0.4831461,me_rohan_region,1,0.0740010,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_2024,GON,0.4366300,0.5813385,me_belfalas_region,1,0.2846567,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2025,WILD,0.4422466,0.0102589,me_angmar_region,5,,no,deliberately unclaimed,wild_unclaimed
me_land_2026,WILD,0.4063492,0.3341475,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2027,WILD,0.8192918,0.9008305,me_near_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2028,WILD,0.4393162,0.1226185,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2029,WILD,0.7807082,0.5818271,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2030,WILD,0.8188034,0.9829018,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2031,WILD,0.3697192,0.3458720,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2032,ESG,0.6146520,0.1704934,me_dale_region,1,0.0305519,no,Lake-town and Long Lake shore,accepted_source_side_envelope
me_land_2033,WILD,0.4219780,0.4088911,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2034,WILD,0.3431013,0.3351246,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2035,RHU,0.7230769,0.3160723,me_rhun_region,1,0.1147722,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_2036,HNE,0.5848596,0.7840743,me_near_harad_region,9,0.1084102,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_2037,WILD,0.4373626,0.2789448,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_2038,UMB,0.5477411,0.8265755,me_near_harad_region,9,0.1330618,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2039,GON,0.6402930,0.7557401,me_south_gondor_region,9,0.1905313,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2040,ROH,0.5409035,0.4894968,me_rohan_region,9,0.0975787,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_2041,UMB,0.5010989,0.8944797,me_umbar_region,9,0.0445876,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2042,WILD,0.5389499,0.4289204,me_anduin_vale_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2043,UMB,0.5372405,0.9066927,me_umbar_region,9,0.0623337,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2044,WILD,0.6278388,0.3786028,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2045,WILD,0.4195360,0.1753786,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2046,WILD,0.4271062,0.2892037,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2047,WILD,0.6830281,0.4860772,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2048,WILD,0.7768010,0.5788959,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2049,GON,0.4251526,0.6023449,me_belfalas_region,1,0.3061616,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2050,UMB,0.4830281,0.9399121,me_umbar_region,1,0.0534012,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2051,ANG,0.4652015,0.1543723,me_north_arnor_region,1,0.0356567,no,compact Mount Gram remnant with Carn Dum retained only as a forced fastness,accepted_frontier_polygon
me_land_2052,MOR,0.6678877,0.5959941,me_mordor_region,8,0.0527072,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_2053,HRA,0.6354090,0.8583293,me_near_harad_region,10,0.0800374,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_2054,MOR,0.6534799,0.5525159,me_mordor_region,1,0.0282194,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_2055,WILD,0.3616606,0.4308745,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_2056,WILD,0.8097680,0.6038105,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2057,KHA,0.6925519,0.7327797,me_khand_region,1,0.1253834,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_2058,LIN,0.2781441,0.2569614,me_lindon_region,1,0.0692433,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_2059,UMB,0.5494505,0.7826087,me_near_harad_region,9,0.1725212,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2060,WILD,0.4700855,0.4064485,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2061,KHA,0.8168498,0.7655105,me_khand_region,9,0.1262784,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_2062,HNE,0.6087912,0.7655105,me_near_harad_region,9,0.0662711,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_2063,RHU,0.7785104,0.1910112,me_rhun_region,1,0.0613953,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_2064,GON,0.5643468,0.6980948,me_lebennin_region,1,0.0910941,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2065,WILD,0.7545788,0.6888129,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2066,MOR,0.6446886,0.6775769,me_mordor_region,8,0.1040737,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_2067,RH2,0.7753358,0.3185149,me_rhun_region,9,0.0585201,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_2068,GON,0.6822955,0.7523205,me_south_gondor_region,9,0.2515115,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2069,ANG,0.4656899,0.1465559,me_north_arnor_region,1,0.0354139,no,compact Mount Gram remnant with Carn Dum retained only as a forced fastness,accepted_frontier_polygon
me_land_2070,WILD,0.7482295,0.0591109,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2071,UMB,0.5582418,0.8832438,me_umbar_region,9,0.1104293,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2072,HRA,0.6258852,0.8905716,me_near_harad_region,10,0.1003605,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_2073,GON,0.4334554,0.6477772,me_belfalas_region,1,0.2917153,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2074,WOO,0.5870574,0.2129946,me_dale_region,3,0.0557237,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_2075,WILD,0.3653236,0.2970200,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2076,DOL,0.5907204,0.3488031,me_mirkwood_region,3,0.0692788,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_2077,WILD,0.6244200,0.2989741,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2078,WILD,0.8241758,0.5989253,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2079,WILD,0.5277167,0.4059599,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2080,WILD,0.5921856,0.5236932,me_brown_lands_region,9,,no,desolate-borderland: Dagorlad is a desolate borderland rather than a settled province.,accepted_required_frontier_owner
me_land_2081,GON,0.4175824,0.6712262,me_belfalas_region,1,0.3267148,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2082,WILD,0.6388278,0.3463605,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_2083,WILD,0.4852259,0.1748901,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2084,WILD,0.7956044,0.0615535,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2085,RH2,0.8170940,0.3160723,me_rhun_region,9,0.0481654,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_2086,KHA,0.7137973,0.7723498,me_khand_region,9,0.0894479,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_2087,RIV,0.4954823,0.2383977,me_north_arnor_region,1,0.0162361,no,Imladris hidden valley and immediate refuge,accepted_source_side_envelope
me_land_2088,WILD,0.8315018,0.0068393,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2089,DOL,0.5846154,0.3732291,me_mirkwood_region,1,0.0609066,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_2090,WILD,0.6683761,0.9985344,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2091,MOR,0.6407814,0.5280899,me_mordor_region,9,0.0458897,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_2092,HRA,0.6498168,0.8842208,me_near_harad_region,10,0.0523354,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_2093,RHU,0.7599512,0.2188569,me_rhun_region,9,0.0370650,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_2094,UMB,0.5846154,0.8822667,me_near_harad_region,9,0.1591662,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_2095,WILD,0.7545788,0.8793356,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2096,GON,0.3892552,0.6634099,me_belfalas_region,1,0.3814027,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2097,DOL,0.5416361,0.3385442,me_anduin_vale_region,1,0.0318356,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_2098,WILD,0.8012210,0.0727894,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2099,WILD,0.7230769,0.6599902,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_2100,KHA,0.7829060,0.7830972,me_khand_region,9,0.0712070,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_2101,WILD,0.3897436,0.3155838,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2102,LOS,0.3389499,0.1167562,me_forochel_region,1,0.0516279,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_2103,WILD,0.6461538,0.3937469,me_brown_lands_region,9,,no,deliberately unclaimed,wild_buffer
me_land_2104,WILD,0.3191697,0.3659013,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_2105,WILD,0.3826618,0.4670249,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_2106,IRO,0.6642247,0.1797753,me_rhun_region,1,0.0302119,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_2107,WOO,0.5577534,0.2037128,me_mirkwood_region,3,0.0670113,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_2108,LIN,0.2336996,0.2042013,me_lindon_region,1,0.1525095,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_2109,WILD,0.3396825,0.1670738,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2110,IRO,0.6998779,0.1509526,me_rhun_region,1,0.0512768,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_2111,GON,0.4693529,0.6023449,me_belfalas_region,1,0.2178143,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2112,ROH,0.5450549,0.4347826,me_rohan_region,9,0.1390273,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_2113,HFA,0.6334554,0.9848559,me_far_harad_region,10,0.1014056,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_2114,WILD,0.4864469,0.1519297,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2115,GON,0.5919414,0.7034685,me_south_gondor_region,1,0.0962008,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_2116,RH2,0.8043956,0.3712750,me_rhun_region,9,0.0230198,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_2117,LIN,0.2454212,0.1309233,me_lindon_region,1,0.1591361,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_2118,WILD,0.5367521,0.3072789,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_2119,LOS,0.3804640,0.1152907,me_forochel_region,5,0.0918574,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_2120,WILD,0.7799756,0.8710308,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_2121,WILD,0.8251526,0.0190523,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_2122,WILD,0.6231990,0.2340010,me_mirkwood_region,1,,no,deliberately unclaimed,wild_unclaimed
